ACCOUNT_ID,TOTAL_DEPOSITS,TOTAL_WITHDRAWALS,TXN_COUNT,ENDING_BALANCE
1512,3443942,1274368,10,3818533
1513,4399747,3649914,12,1915359
1514,2591119,3495385,10,-836925
1515,2935870,1946341,12,4040519
1516,5398051,3439813,17,8576502
1517,1870346,1602717,7,5858490
1518,3364651,3090245,12,3002989
1519,2085283,2689374,12,8926311
1520,4732905,1360009,11,4316854
1521,2370986,1600023,8,6536597
1522,2138019,4291481,12,-251137
1523,3104793,3844984,13,5121322
1524,3247498,3880621,12,9092981
1525,1230495,3243316,11,-251154
1526,5273333,2493652,13,9446534
1527,3618883,3380827,12,9475745
1528,4692780,1641929,13,12414137
1529,3544300,1501127,8,7248902
1530,1641620,2910556,9,-1094394
1531,2204990,1176341,8,2803151
1532,2244931,1017132,6,4888595
1533,3991534,821982,11,10048494
1534,745905,1494461,7,253817
1535,4693649,4261292,17,7997755
1536,4467614,846552,10,12039557
1537,2125713,1742102,9,1270872
1538,1348465,906930,4,3359544
1539,256175,4347377,13,-2627417
1540,2249531,734397,5,5677740
1541,2002942,2329955,9,4084713
1542,1198524,1270756,6,5860715
1543,1749944,2109102,9,4904547
1544,2363282,1984670,8,9701714
1545,2631367,1628254,10,5954508
1546,3385994,2666485,13,1258591
1547,4307045,2453655,13,8267434
1548,2739708,971583,9,8286913
1549,5051410,653529,12,11594804
1550,2781502,1920429,7,8164757
1551,1894018,3541900,9,4193529
1552,1808005,1322231,6,8522484
1553,2518268,714357,5,3067168
1554,1016945,2371653,6,7078844
1555,2740241,4218038,13,3468808
1556,1572773,3555101,10,-1758798
1557,3636755,1200640,9,7061074
1558,1025332,2968465,7,2470754
1559,2401468,1572170,7,7842902
1560,664762,3240615,7,4233364
1561,2402752,2838779,9,6879588
1562,4928502,1224175,13,13342590
1563,3573111,1416574,9,5565372
1564,2885675,2574454,13,2331877
1565,2386036,535268,9,4576591
1566,828641,3838093,7,6205769
1567,5714461,3404829,19,9696308
1568,1024006,692753,5,3958196
1569,3329538,6161167,19,2649282
1570,4104706,2864670,11,4180702
1571,7446656,1925914,15,11445149
1572,3002486,3865760,12,4302604
1573,1513246,2364591,9,1188363
1574,4882128,2233812,12,7131091
1575,2601912,3025251,13,-392840
1576,2046204,2403696,11,4535400
1577,2164456,455025,6,9883733
1578,2641992,1868040,9,3474898
1579,2460246,3005523,9,4271409
1580,1530362,479862,5,10908623
1581,903428,2542728,9,2638962
1582,2487199,2577592,12,233582
1583,2824792,2899193,11,3564413
1584,2786754,2830795,11,4781456
1585,2511140,4491050,11,2192245
1586,170150,924431,4,9048292
1587,3263649,1725457,9,8587068
1588,3899673,1301077,9,3390191
1589,1804650,837022,6,2177958
1590,3081507,465651,7,5812640
1591,4192691,3288051,12,6843123
1592,2102764,1088607,7,6707268
1593,4993256,1847648,13,4494747
1594,1093769,2594227,7,4812152
1595,4468269,1420900,8,7149100
1596,2854811,4181033,12,3982110
1597,3951771,1272839,12,5322058
1598,2849898,898594,7,5381246
1599,3224229,3664332,11,8430274
1600,1479640,1445772,8,822867
1601,5322520,2276323,14,5829766
1602,3128809,0,8,4663907
1603,2405353,2989703,11,4743657
1604,2502329,2121216,8,7716197
1605,3072935,1990259,9,9646891
1606,459804,1764019,4,4765194
1607,1981954,1145492,6,3587049
1608,3749782,2213255,12,10342659
1609,4049082,2575641,12,6062524
1610,1994907,2161820,8,603226
1611,3420201,1396293,7,3681206
1612,1339197,1716381,6,1545681
1613,2351729,1560666,9,3399160
1614,973404,1019413,5,803169
1615,8396127,2871009,17,8913068
1616,4192313,1690881,10,7316738
1617,2021104,2799532,9,4258285
1618,2074350,3014333,11,368
1619,596491,3074355,9,1901521
1620,2075267,1056884,6,1498158
1621,5187248,3076418,13,11057838
1622,2798915,3542868,11,1677157
1623,829903,1146027,5,860279
1624,2898569,3052535,10,8972498
1625,7883315,3068140,19,11691075
1626,2104999,3255107,10,3869410
1627,2474921,2890646,9,3781726
1628,3364096,4765050,16,1816408
1629,3769644,2426868,9,6464718
1630,2163472,3232842,13,338482
1631,2865156,1822674,12,2836537
1632,1802819,1874061,8,6792107
1633,3425950,1752443,13,1898957
1634,3371641,1969813,9,7322112
1635,3786874,1692725,11,11167876
1636,1930486,1517050,5,6341759
1637,3253813,2762414,14,3842167
1638,1185870,155512,5,7937328
1639,7585328,0,11,9142341
1640,1629645,4279381,11,6891918
1641,2954298,3412503,13,1423021
1642,2861625,1006889,8,8354148
1643,4117525,2794862,17,6537840
1644,5075929,1575551,10,11336174
1645,2201568,1215618,9,10189262
1646,2318530,635410,9,9869778
1647,2969710,23319,7,8791263
1648,3522418,2478907,13,7178021
1649,1605450,1719865,6,4343340
1650,483442,2183246,6,2166856
1651,4587820,3364296,14,7744340
1652,1659760,1100889,6,4222420
1653,3738984,2932805,16,6200737
1654,2322124,1327629,10,8608945
1655,2579639,1560995,10,6919471
1656,4105506,2294187,12,2040755
1657,1890498,2269609,9,4966752
1658,3365967,2875157,13,7454627
1659,5770391,2047338,13,12799500
1660,2339163,444319,10,9245626
1661,3965698,2313378,13,2891472
1662,4998930,1744872,14,6757015
1663,1133682,3535201,11,2293605
1664,1580378,2753963,11,5827171
1665,2301032,934940,9,10981342
1666,2656788,1338001,8,4250283
1667,3923292,109515,8,6376237
1668,3736356,1317006,10,7507467
1669,3075282,3621984,12,8430764
1670,4486400,1613436,13,4499184
1671,1669858,981307,5,10096652
1672,48941,2630532,7,867235
1673,4073763,1319200,8,8851460
1674,1703225,2188172,7,930944
1675,1333568,998615,4,5182064
1676,2169329,830247,6,8946106
1677,2446485,2794399,10,2007030
1678,1932599,2543078,9,3394556
1679,3748173,3180742,17,6635421
1680,121240,1609829,4,163202
1681,420398,2537258,5,5261714
1682,792023,292502,4,800421
1683,2346362,2115882,8,2069379
1684,2515825,2051212,9,4918107
1685,218389,3652497,8,-502232
1686,1912151,1520242,8,1899172
1687,3331292,1676315,11,3997457
1688,1296544,3248402,10,3922845
1689,4666092,1510452,12,8739286
1690,2178886,744235,7,5329278
1691,2748410,1516915,8,5407094
1692,3198825,676094,9,5859045
1693,4620425,3757543,16,1184506
1694,4950763,2529889,20,4172423
1695,2347227,3275494,11,-630429
1696,3536944,3006466,13,5824982
1697,2639062,1721961,9,7758507
1698,2489633,560302,8,5358344
1699,1850710,3561788,12,746616
1700,1686236,2161554,8,4770158
1701,6034880,1456026,15,7156539
1702,1901622,3455191,9,3249141
1703,4506289,1758269,10,8921111
1704,1575631,2383910,8,5865201
1705,2965932,2027202,9,5199335
1706,1946427,1104194,6,4406018
1707,5798371,956975,12,8044146
1708,2245012,1533996,10,3198787
1709,3573525,2485838,12,3309525
1710,3917856,2473867,11,9737965
1711,3156620,4205934,13,1208855
1712,3348052,3845404,14,8842150
1713,3304692,2785733,10,1820532
1714,2575565,2282852,10,7143366
1715,2297444,3677015,11,4474172
1716,1155573,3913644,9,1207365
1717,5821877,1058651,13,10763606
1718,867013,2893196,8,7446892
1719,2415503,3635593,16,2457336
1720,4500390,1879611,13,11446984
1721,805940,2938983,8,2603181
1722,1433372,640521,4,8695044
1723,1878823,2510943,11,7491856
1724,2476036,1835718,7,4366313
1725,3335119,1620994,9,9331021
1726,4347114,2706608,16,4686183
1727,3789182,2438806,11,5567000
1728,4467524,2581941,14,8637837
1729,2297345,2273084,8,6148194
1730,4046005,1522564,13,12498548
1731,619925,4111770,14,-246598
1732,3095618,4020669,13,2648740
1733,895761,1523708,5,2917595
1734,2996973,2157546,9,7889129
1735,1720930,1655272,7,1742777
1736,4813563,2000063,12,5379343
1737,3936032,4559460,12,3974356
1738,2540022,3522931,16,7636409
1739,3720796,2249420,10,9960613
1740,1856347,3829039,12,7859520
1741,2826310,72423,7,3295966
1742,4441019,3898121,14,7634843
1743,2546369,2454086,9,2033552
1744,3645201,0,8,5978949
1745,1718845,1324499,6,3030569
1746,2404149,685852,6,6924048
1747,3900994,2627944,13,6129458
1748,1228892,4631761,11,6315060
1749,2612185,3560640,12,7490964
1750,3478578,2344061,11,5268963
1751,2488629,1606975,10,2943310
1752,2042213,1566440,8,2439691
1753,1651751,3170771,9,5581465
1754,2616800,2219838,10,2682178
1755,3173594,2821512,11,4635732
1756,1452612,3229614,7,-1453830
1757,631949,4536607,12,-197796
1758,1347201,1332404,7,6015592
1759,2225557,4252137,12,5579392
1760,2651136,1401975,7,8687397
1761,3433307,501506,7,6480877
1762,1337176,3526491,14,5396944
1763,3771507,1840470,11,11072583
1764,2929655,2962997,13,3188817
1765,3163881,4220646,13,-267101
1766,2801244,3081352,14,8086652
1767,3217363,401368,8,9372960
1768,193111,3395475,6,1453396
1769,1801563,3091424,10,8211729
1770,4069322,4181902,13,9051076
1771,2535843,1744547,8,3657986
1772,288392,4171952,8,-2648916
1773,1366795,2742698,9,8329603
1774,1593333,660712,7,3027532
1775,4424983,2151651,12,5359737
1776,1865722,1110242,8,3873547
1777,1715029,1892778,9,1404398
1778,620589,3478292,8,-2150871
1779,2874289,1312659,8,8370986
1780,5786075,1189888,12,7874356
1781,6384126,1993838,17,14022263
1782,4442396,1223203,10,9456298
1783,4507366,2244129,10,5126800
1784,5484339,1266305,12,4632209
1785,4182826,781077,9,11105566
1786,3087927,3150722,12,3311794
1787,4734024,2806939,17,3026670
1788,4297641,859568,9,5453017
1789,1761303,2700734,10,7122015
1790,3453540,3399841,12,6359985
1791,3808946,2258002,11,6438283
1792,1983730,943852,6,10726330
1793,3575594,1393826,10,5839495
1794,1869644,705687,6,5843077
1795,976219,2036149,6,6179852
1796,885108,2099566,5,5899916
1797,2567136,3130304,10,6220734
1798,2057217,2163926,11,9551665
1799,2019340,2766465,10,2420684
1800,2738536,1977362,10,1608771
1801,2677523,2107847,10,10302195
1802,3859361,1548197,8,2946938
1803,3774770,1403050,9,9275993
1804,774691,740214,8,7491816
1805,1877321,1225919,7,4631255
1806,2125949,1106376,6,6877329
1807,1479871,1827766,6,7068118
1808,3242589,1539862,7,6592565
1809,6459417,1938942,15,12355670
1810,2709338,2691535,11,3198869
1811,2949913,3502692,13,-418577
1812,3622167,1834902,10,5008846
1813,1756437,2690024,10,3314351
1814,2247963,2641803,11,2320002
1815,3613025,2659374,11,1032879
1816,5484676,1854079,14,11484508
1817,1636183,3943541,11,1938044
1818,4052857,1574251,11,11189589
1819,2148099,1640853,11,2780838
1820,933686,3243776,7,-548613
1821,1939200,1786728,8,5271656
1822,4763418,1808503,12,9119338
1823,2135652,3393156,11,2183905
1824,2123828,4133117,11,4855850
1825,2618698,1716735,13,4751701
1826,883040,2093463,6,-410414
1827,4128233,3395405,14,4540397
1828,1219162,1729383,6,8069236
1829,3128237,1782761,13,2951998
1830,3687688,2582718,13,2526821
1831,1214389,2966256,9,1995596
1832,2507852,1860896,10,8275031
1833,1722777,4683055,13,6460997
1834,2040416,1123205,8,3246376
1835,2518780,777247,7,3264829
1836,1854699,1281335,8,8117906
1837,991856,1277393,3,4980948
1838,3930534,2780375,16,6434678
1839,2682908,2944973,11,1197732
1840,2232586,3698943,13,6013356
1841,2449962,3132345,13,2095934
1842,1762714,2747928,8,543779
1843,2327175,1768163,8,860731
1844,2127414,3706675,13,-1465300
1845,1125339,2656717,7,4300773
1846,2291692,352639,8,8946773
1847,1692186,881648,6,6279021
1848,917393,1895871,6,3141978
1849,2075103,3484942,12,2687917
1850,1269579,4968049,11,381857
1851,4671882,2786940,15,2242857
1852,1337111,3880424,11,-1732867
1853,826494,2636535,10,8114165
1854,2810905,1879442,11,3295504
1855,228042,1059821,4,8230945
1856,2359789,1481797,8,3586176
1857,1708354,1054674,7,7052600
1858,2835120,1486689,8,5322990
1859,4090972,2497411,10,3555596
1860,5574985,2913967,16,8647535
1861,4753347,3748520,15,9830274
1862,2126138,2520405,8,9389262
1863,3792168,840135,9,11832214
1864,3447446,977209,8,10129760
1865,4958543,2486673,16,3687049
1866,1542849,2034780,7,991237
1867,4191017,1423165,9,11632963
1868,1012154,3117254,10,697984
1869,1628655,2399434,11,3940250
1870,1677256,2260884,8,4842680
1871,1650261,717050,5,10205308
1872,3020459,4672150,13,381437
1873,433577,2849654,7,7207675
1874,4281207,1686731,11,8215984
1875,4509237,2841816,13,3871733
1876,3158454,2829251,9,8784652
1877,2475412,1702055,8,9807915
1878,1892061,3910872,10,1372242
1879,2320890,2101292,10,7162348
1880,3152297,433630,8,12093855
1881,2919952,4200004,13,7828824
1882,2365149,954004,6,8441563
1883,1278845,3949466,10,6781973
1884,3771153,782204,7,4443695
1885,3285823,3763659,13,6747420
1886,2969428,4051119,11,2183783
1887,1376207,596406,7,4907103
1888,2739791,1889650,9,9222986
1889,1767322,0,4,7356493
1890,1861902,3413422,12,3737617
1891,2450682,2536732,9,5520738
1892,962977,671951,5,9867328
1893,2053488,1500317,8,10185518
1894,2336577,3254304,11,3181981
1895,3880543,2223414,10,2968930
1896,2129317,2320796,8,996154
1897,1944662,2397097,7,3710392
1898,1456471,2245363,5,1340050
1899,2511672,1394482,11,9178150
1900,2358484,2788735,7,2739396
1901,1327491,1028839,9,7657244
1902,4802351,2051336,12,12118314
1903,3188381,889489,7,6649967
1904,4300855,1596653,13,5969863
1905,2757347,3275273,8,7417399
1906,1661465,3109658,9,7649141
1907,3935434,2745656,14,6968654
1908,3701311,2477515,13,3638864
1909,1868733,4796368,12,149004
1910,4458399,5186452,15,3766293
1911,1040151,2933232,6,4543406
1912,2396135,2569943,9,7159777
1913,804611,345759,4,8475808
1914,2344090,1267803,7,5919639
1915,2731534,1016108,7,5863809
1916,1852739,328343,4,8426082
1917,4051246,2705359,14,9396222
1918,3312994,1936708,10,6630048
1919,2682146,1238900,6,6213494
1920,5118754,5224972,18,8633076
1921,2593939,2145125,8,5688772
1922,1134551,4015579,12,-1310366
1923,4882175,2039806,13,7655168
1924,4143209,1626580,11,3138663
1925,6246005,4841654,17,6226409
1926,5379811,3324658,13,2723461
1927,2391530,1640695,9,8540773
1928,2274093,4508358,15,4777289
1929,1894359,2898078,9,3125971
1930,1947459,5144076,11,2891671
1931,2606442,1607153,8,2128820
1932,2926465,2675570,10,1102186
1933,2184447,4198107,14,-1148921
1934,2362402,1351419,8,9500074
1935,1891438,3310739,11,7947257
1936,3225892,2462338,9,2399690
1937,3330532,169072,8,9340647
1938,3514746,1123729,9,11157324
1939,2557987,1346405,10,5749008
1940,2383466,2274993,9,3121954
1941,4844797,5110418,17,4607370
1942,2648165,4489900,15,-1728243
1943,964397,1738369,5,6231226
1944,2090066,2606896,8,1486795
1945,4008017,1466196,10,7691486
1946,2182924,1051181,7,3329625
1947,2428216,2940086,9,2327100
1948,4433558,2631336,11,4711029
1949,2500588,399544,10,6407163
1950,1620536,629784,4,2366322
1951,1748559,2405886,9,2045868
1952,3150758,1179481,11,4831287
1953,3578214,477172,9,7584621
1954,3722138,786684,10,6812801
1955,293248,1963510,7,2876551
1956,3170910,2327893,12,903416
1957,1718984,2162357,9,4646708
1958,2580567,0,5,5910177
1959,1239383,1243596,6,540718
1960,3686402,1432045,8,10687750
1961,1627259,962312,6,6146006
1962,5261562,3727728,16,4035767
1963,4691435,2497201,15,5107961
1964,4287610,2294777,13,4596011
1965,5628037,319678,11,14070394
1966,1431999,1618006,9,3968253
1967,392450,2548363,8,5525815
1968,578713,3333870,8,-1945084
1969,5642132,1827863,16,5347311
1970,2358905,2902128,13,7527755
1971,3026909,200332,6,9813582
1972,6712811,824974,14,10922397
1973,1963378,4389545,13,833584
1974,2983327,752485,8,7947817
1975,2152179,2483171,12,1364880
1976,2708982,2268279,12,3363371
1977,942304,2481593,7,6299453
1978,3259175,1736567,9,1954005
1979,1341960,2294814,6,2986857
1980,4923142,2048681,16,3855700
1981,3790490,1447697,11,9473351
1982,2594519,3772843,11,6401687
1983,3778963,2494694,17,2497557
1984,2401328,1739196,9,6377629
1985,6623525,2285239,16,4456276
1986,1707247,2802890,10,1112976
1987,4929039,4121327,17,9227282
1988,2679868,1798376,12,10029900
1989,2956308,3769542,13,3659389
1990,1229137,2279583,7,4922747
1991,3477325,1256255,8,4732123
1992,4323031,2415355,11,6208043
1993,5187506,2340858,14,10315719
1994,2739078,1821794,8,5601483
1995,6305711,2451633,15,9135262
1996,1639655,2464875,6,15449
1997,2461782,2984090,10,4885652
1998,976052,1723700,6,5993224
1999,2339690,4316557,11,2571624
2000,1636719,1391109,7,9767719
2001,2802624,1823195,8,5379376
2002,2305599,2616907,10,720124
2003,1399079,3165528,8,3233542
2004,3142594,1437544,10,3584398
2005,1999509,3171797,10,4696408
2006,5167115,3535358,14,11304260
2007,2728670,833771,6,4166325
2008,3979132,0,7,12669273
2009,2552054,399695,6,3488420
2010,2582184,1608240,9,4475480
2011,2374360,3680432,13,1466688
2012,2101006,3325812,7,7896041
2013,1672126,1584821,5,8564248
2014,2196652,3932206,13,1669551
2015,2534908,2168339,11,4854185
2016,4136623,2717945,16,2993228
2017,4758373,2363443,14,9080492
2018,2390782,1772953,6,8369654
2019,2027728,562887,7,3195741
2020,2642592,1010059,7,9703782
2021,2564869,2224122,11,8211574
2022,3579580,1430363,10,6034478
2023,2618763,604816,7,6257944
2024,4825391,3035208,15,6407653
2025,4218623,3420256,16,2941044
2026,4495643,2979027,13,6136030
2027,5359664,1703984,11,5746154
2028,4313757,2982235,14,9609175
2029,4041452,1658925,9,3214679
2030,590275,1031203,4,4124534
2031,2542347,4142491,13,6313438
2032,3139695,1968492,12,6482791
2033,941071,3686376,10,295619
2034,1473945,8159343,16,79755
2035,2483883,985542,6,3880370
2036,3336897,2909004,14,9062648
2037,3499129,1782172,9,6445252
2038,3613675,781797,9,8076297
2039,2751551,1807239,11,6332943
2040,2758614,4180495,12,-84295
2041,3570320,1844223,9,6884455
2042,1857773,0,4,8453853
2043,3935945,2323958,11,10213814
2044,1353912,2907901,7,2119038
2045,2266495,3592176,11,-80360
2046,3322343,1510778,12,7562809
2047,5006980,1844232,11,11493471
2048,3684042,4280662,15,7884294
2049,3508166,2555321,10,2061098
2050,3285657,1667163,8,5337018
2051,2468087,684476,7,7394048
2052,1605234,1738838,8,9508085
2053,3250018,3362413,14,870907
2054,558766,2691657,8,6507551
2055,2159033,1442647,9,3166697
2056,3181438,2194793,12,9355037
2057,803378,2924331,8,2823436
2058,1566798,1319673,5,2194657
2059,2555348,1002495,7,6193697
2060,2335257,2552947,9,8324188
2061,1203312,1265825,6,9050963
2062,867903,1461566,5,7672685
2063,4393462,1636049,10,11563723
2064,1839874,3223736,11,1838711
2065,3754739,5250632,18,1256469
2066,1883452,2193399,10,1018095
2067,2051193,2377825,9,3166221
2068,2820765,2348304,11,5931322
2069,3535887,6048864,14,3207834
2070,4437271,1738039,9,6489514
2071,1404176,2927031,9,-1164334
2072,2909938,1637668,9,1736049
2073,2724130,4959637,14,526167
2074,862990,2052931,7,5687349
2075,690065,3316826,9,-818204
2076,2749566,2218759,11,6027985
2077,1756438,2559979,8,1682012
2078,2898547,3569156,13,9270148
2079,4283666,2301340,12,5587165
2080,4648907,2563631,14,10174581
2081,1777317,525566,6,10459076
2082,2439546,1714708,10,7564221
2083,3688531,2211191,11,3583316
2084,3185442,2748195,7,3405117
2085,1665666,985372,7,1393725
2086,923888,2942304,8,5185907
2087,2663084,4743927,15,6770653
2088,2809732,2668076,12,8452146
2089,1543542,3038710,8,4536734
2090,707836,733143,6,6443740
2091,2942567,2072550,12,10721266
2092,2901659,3037174,13,5230624
2093,2275552,3739213,13,5087554
2094,2000596,252953,6,7784184
2095,3783606,3958907,13,1769713
2096,2747696,2515938,8,6967046
2097,620031,2473328,7,1032921
2098,2895657,939999,7,10251363
2099,984941,936852,6,6296708
2100,1781133,993701,7,1970234
2101,1320209,1823614,8,7619342
2102,3531085,2516715,11,5985846
2103,3649212,722615,9,12819896
2104,3763061,720191,11,5266976
2105,952925,3404314,11,-2353748
2106,2995778,2554920,11,10360486
2107,1916066,1995822,7,7184496
2108,3341846,3044649,13,10265260
2109,1544289,1954823,10,9213902
2110,0,1331271,2,1887622
2111,2679941,1750996,11,9972717
2112,3178461,2249430,10,2897995
2113,2475718,1682125,8,9478903
2114,1990440,4216932,17,2721182
2115,4104341,3126215,12,10256160
2116,3823016,3165816,13,6254416
2117,2005408,2014368,12,1036558
2118,4293236,1972376,10,11053869
2119,2421896,2852268,10,1094788
2120,4298481,981967,10,3625507
2121,3164313,1371022,10,5979179
2122,976568,2876810,7,4236370
2123,1282754,3260468,10,1738112
2124,3741124,2401918,9,9840145
2125,5499250,2223330,14,11763941
2126,2305555,3732442,12,1513301
2127,2876885,1081988,10,5818671
2128,4322175,2466627,12,7973579
2129,4015119,2404357,14,8134849
2130,4337129,1909218,13,3325108
2131,5150053,3768173,15,7971042
2132,3581404,851599,13,10100126
2133,2114647,1071982,8,9240822
2134,4501187,1495386,13,9090253
2135,3618300,995270,9,10911144
2136,2764999,3149925,13,8721851
2137,1871343,3707674,11,2880114
2138,0,2210149,6,6252968
2139,1575810,292042,5,9841054
2140,2130574,4835667,12,127885
2141,871599,1385269,7,6953746
2142,4870104,2357657,14,3719665
2143,473526,2490091,7,2219137
2144,2831667,4039694,16,4693115
2145,7315251,2060577,15,15153816
2146,3824271,2117183,14,11170063
2147,1660047,1493175,6,7106830
2148,4142581,3430721,15,9322419
2149,2172123,5576368,14,578347
2150,6641346,2410884,15,13288573
2151,2613960,506025,7,9415507
2152,1043479,2770831,9,5775705
2153,5172622,1289917,14,13695968
2154,3024276,0,6,5544960
2155,3336141,2052428,11,10585091
2156,1590120,4486899,14,2640719
2157,398571,4569394,8,-3226713
2158,2029660,1387877,8,4498268
2159,2087201,2579356,11,2655610
2160,1578488,1703359,6,9323203
2161,1614167,1903740,6,8534353
2162,1551315,3703390,11,1786867
2163,2550317,675900,6,2982438
2164,2951553,3306786,10,5679963
2165,611679,634471,4,9789450
2166,2826283,65786,5,11652314
2167,4110568,1510533,9,10817554
2168,3995954,2538051,11,10707445
2169,973845,2229440,6,-813453
2170,3948510,5325626,17,-179619
2171,1298415,1513211,6,569375
2172,1960307,1496608,8,6950264
2173,4786639,2387801,17,3382941
2174,3979313,3789594,12,7982159
2175,1989110,2840116,10,1536332
2176,910053,943319,6,3093338
2177,1380442,2911119,8,5377923
2178,4867698,0,10,10092416
2179,2219444,2455592,9,3502122
2180,1497675,1682060,6,9386177
2181,2039327,2247385,9,562843
2182,2040257,3465056,11,1676096
2183,2835369,579748,7,5653094
2184,2423142,1692992,8,2959500
2185,2923037,2570066,9,1387961
2186,3382991,899945,8,4706714
2187,3828700,3450062,11,6776824
2188,2274768,412713,7,7447005
2189,1259481,2513755,10,2470900
2190,1513925,589587,6,9532028
2191,3766406,365964,8,5379398
2192,3357579,2358993,10,3065922
2193,3364052,2580524,14,5463278
2194,2912321,2441222,8,9213691
2195,4126604,2957935,15,8269358
2196,860015,617826,3,4814449
2197,1232707,1749280,6,8239001
2198,1961395,4374023,11,-1622940
2199,2791401,1336712,12,1582746
2200,2442033,1506299,7,5467817
2201,5582154,2286104,13,4570109
2202,5177914,2643698,14,8112201
2203,4752212,1002175,8,9789872
2204,6042123,4746791,19,6378943
2205,4773627,1199293,12,9739765
2206,3373027,3622434,13,9226454
2207,2916726,243155,6,7496784
2208,3826898,1941690,11,10142991
2209,1691884,1291507,5,2461047
2210,2360399,708958,8,8796281
2211,855613,3920446,8,3642747
2212,66110,4299589,10,-2840498
2213,1627074,3468334,9,4517475
2214,3901090,2940162,10,7040916
2215,5227526,1408445,11,5217257
2216,2395548,2752676,11,2370708
2217,1698764,4012403,11,-1904060
2218,1864539,4322705,11,3394727
2219,1900906,1150152,9,10183638
2220,1168351,5910377,15,3835062
2221,2023057,2157657,8,6507522
2222,3073423,3601734,12,-381270
2223,1431096,1716094,8,9312566
2224,4253557,5823135,16,2112623
2225,766893,688519,5,1119258
2226,2248800,2531130,10,2701497
2227,5115727,350544,9,6118983
2228,5407648,1413269,13,10406587
2229,1404912,5864403,16,2430505
2230,4450308,1085410,10,7013541
2231,2768729,2060715,7,6611000
2232,1824026,4744540,12,1792434
2233,3009701,651955,7,3939464
2234,1009517,904396,4,4708444
2235,555063,2034554,5,3376819
2236,2448352,1241116,7,10127318
2237,4874888,2788774,12,6960653
2238,3265776,1992441,10,8874258
2239,2280272,2779067,11,5256887
2240,6336332,273886,13,7782129
2241,2783588,1853113,12,2845740
2242,1964643,2498630,7,8404026
2243,3388698,2142900,10,2245311
2244,2480265,2060674,10,1678645
2245,4425582,0,6,9186443
2246,909376,3059844,8,5066474
2247,381893,2535927,6,2540015
2248,1011651,3321268,10,313344
2249,252359,731316,4,6244199
2250,1787003,2605217,10,-568754
2251,3834300,3775626,13,6324915
2252,2799243,3564438,10,2875777
2253,4577445,3814551,16,5983919
2254,4309529,3272773,16,1403405
2255,5981910,3026503,15,12922332
2256,3071315,2260113,8,5240977
2257,3767765,4008027,15,3417965
2258,2122625,2934927,9,5733998
2259,2715439,3413086,10,3738779
2260,2416141,2143098,12,730543
2261,716701,1741789,6,1261702
2262,3060434,2352319,9,1600093
2263,1369707,1493199,6,3431171
2264,2703250,867559,6,10697908
2265,1298213,2390627,8,4897333
2266,3518615,920038,8,2778012
2267,2637985,4544806,13,5921648
2268,4142243,2724419,11,1682512
2269,1697302,1465620,8,8972625
2270,1596676,2353215,8,476233
2271,2207634,3741661,13,3290827
2272,2562538,2232026,10,9290743
2273,1016785,415220,6,10434491
2274,4212223,3404420,13,6670166
2275,3940979,2536289,14,11281621
2276,2345753,3324252,10,7593388
2277,2473198,3356364,11,2054131
2278,960277,1321440,7,3776546
2279,2502327,2702605,10,8211538
2280,4310637,3339814,12,3533095
2281,3714526,1910523,16,6599300
2282,1586547,2875615,9,7934573
2283,2817736,1777084,8,2537503
2284,3653218,3752113,16,9163699
2285,1742677,1423475,8,2054340
2286,2849572,3786488,13,7130895
2287,1941559,3535513,12,1109923
2288,1935535,1955572,7,6623862
2289,922203,2340681,8,5929814
2290,2223498,2149220,12,2038948
2291,3007504,3413270,13,3945054
2292,1972109,954463,6,4331514
2293,2445398,1377419,7,5564864
2294,1286438,5943703,12,4169925
2295,487023,4406291,10,-1684010
2296,2329844,1699397,8,7712568
2297,1217219,1895653,5,4052524
2298,2980177,4606443,13,6776612
2299,3450074,3813405,16,7664549
2300,4670287,1069720,10,5460423
2301,1601136,849462,5,9037305
2302,5899273,1114423,13,14658425
2303,28237,625019,3,2086172
2304,837313,3461152,9,7341033
2305,3748980,2527435,11,3146960
2306,3149080,2655233,14,7984372
2307,1511945,1205518,5,9226461
2308,1400775,1900343,8,8711160
2309,1966355,3845083,11,2335678
2310,3651788,2459877,10,9483856
2311,1896535,1304963,8,8913010
2312,2669383,4867545,13,-1912872
2313,1468520,3630646,12,7317898
2314,1062841,3904977,13,6886986
2315,1973111,3703589,12,3981079
2316,0,3136964,5,602683
2317,6065049,2094097,13,10166652
2318,7583045,1616300,15,10249867
2319,2750167,2092120,8,2324970
2320,2482886,2392298,12,6301295
2321,1693062,2432999,8,2021804
2322,3130513,887285,10,3221567
2323,3549433,2571689,14,1607086
2324,2134538,2741921,8,4283758
2325,4260194,3059374,15,2189899
2326,4350037,5189074,16,1063632
2327,3940225,908181,10,5414223
2328,2428586,1731148,8,4776948
2329,3025298,5934187,17,5496859
2330,2223959,2479380,8,6579718
2331,79268,2690354,5,40966
2332,3091165,2489112,11,9900291
2333,3116818,1649668,9,3747376
2334,253075,1285976,6,2435610
2335,2293813,1665282,10,3666369
2336,1775302,1725590,7,6001169
2337,2010490,1619942,9,10280516
2338,1539653,1121961,5,3560538
2339,1977203,1829597,7,9205819
2340,2563596,1945739,11,1282497
2341,3990301,626112,10,7052372
2342,3440700,1380387,12,10450712
2343,5028085,3450578,14,5429544
2344,1543384,396757,3,7640551
