ACCOUNT_ID,AMOUNT_CENTS,TXN_TYPE
2052,277471,D
8226,353328,D
6202,597405,W
1384,356417,D
3349,42832,W
5007,892022,D
7526,172163,W
4139,89198,W
2450,854234,W
3520,923571,W
3472,67763,D
5094,190279,W
7949,188988,D
4017,137704,W
6111,213410,D
1465,108647,W
9566,986233,D
6805,21223,D
566,767036,D
4166,159616,W
7320,121718,W
6892,875393,D
2862,322113,D
424,459602,D
9786,640909,D
1275,242580,W
490,85456,D
2376,630783,D
5447,470081,D
3949,747117,W
6475,976847,D
4994,877967,W
7815,975526,D
9678,445903,W
831,300759,W
7348,776455,W
8132,294486,D
8927,617040,W
6345,103216,D
8941,177280,D
3793,942913,D
2162,245544,D
5751,757123,D
4591,796679,W
8331,35803,D
2804,878673,D
7213,609670,D
8238,630071,D
3140,234622,W
2935,586675,W
7865,486176,D
1220,566015,W
3987,411665,D
5700,909499,D
8018,103582,D
9868,604293,D
6578,187716,W
9484,278180,D
6488,534768,D
9131,726757,D
6097,335876,D
3686,151634,D
2685,714968,D
3248,58816,W
6948,405136,D
9049,509078,W
1939,910934,D
6199,783983,D
8191,691608,W
5285,388321,W
8325,317021,W
1368,831939,D
3436,754253,D
5145,524776,W
427,102034,D
7137,535046,W
6546,317898,D
2117,1412,D
9775,587567,W
4443,591878,W
9431,801461,D
2352,677316,D
9094,675288,D
1719,384943,D
6018,737021,D
8570,771863,D
3635,329380,D
7323,441381,D
8660,359259,D
2868,7350,D
1740,502278,D
832,217436,W
3129,873806,W
7778,441890,W
2227,181603,D
3950,981551,D
5344,192698,W
9037,59184,D
5755,309245,D
7432,923035,D
1777,135708,D
43,158210,D
8984,816987,W
2505,481482,W
6405,731427,D
4939,177440,W
7100,219638,D
1249,456839,D
7139,402532,W
1663,183369,W
2063,289285,D
2474,769146,W
5457,528366,D
3158,776686,D
4869,323259,W
436,561273,D
8650,160776,W
1786,758015,W
9463,475901,D
9106,402696,D
5760,126309,W
9219,82772,D
1693,897106,W
1477,877465,D
301,617931,D
5038,340821,W
4863,788727,W
6766,843745,W
8342,748673,D
5498,150506,W
6362,660142,W
4702,817917,D
9729,878835,D
8330,414021,D
2283,210093,W
2085,761950,W
8169,269936,W
4403,618711,W
8133,263149,D
6656,11370,W
2724,654315,D
7276,193931,D
1781,168756,D
4400,284307,W
3013,573274,D
2240,958060,D
6483,315565,W
957,97952,D
1969,457841,W
7676,613843,W
2885,471994,W
267,685610,D
9259,357819,W
5313,778789,D
8965,84381,D
2079,176273,D
9657,75438,W
7751,318359,W
712,691548,W
5575,354020,W
7594,390664,D
5093,14412,W
5090,597365,D
3633,213834,W
6291,501957,D
9136,895465,D
8472,99728,W
5532,676102,D
1663,339068,D
1425,636606,D
7503,246610,W
1999,484836,W
5859,767769,D
4489,455580,D
5374,17677,D
1425,67058,D
897,510197,D
671,876274,D
9508,779299,W
4300,80558,W
3447,648393,W
3691,505849,W
326,728657,D
1309,781465,W
619,989359,D
546,757841,D
5320,130999,D
4227,743010,D
1547,204717,D
8127,764050,W
6598,772228,W
8309,488464,W
9926,380777,W
9668,14098,D
997,505381,W
3695,367912,W
276,933927,D
7976,830872,D
4383,681104,D
5683,478886,W
7985,142360,W
8558,491577,D
5125,304696,D
3702,21647,D
3833,2453,W
9263,373294,D
4667,764868,D
7891,817113,W
7588,55301,D
4972,770125,D
3600,651437,W
1995,251113,D
1826,246972,W
1594,359677,W
6533,452050,D
1440,574841,D
2408,37593,D
6466,746217,W
4859,289638,D
1511,332899,D
1455,115514,D
4284,139205,W
3088,261941,W
8303,434569,W
3998,772392,W
5773,161106,D
2426,934104,W
1571,904319,W
3730,710120,D
926,706762,D
8258,917064,W
3990,868054,D
6384,267399,D
2480,812,D
1841,476321,D
7214,297360,D
857,783852,W
1260,699543,D
6259,123057,W
3659,148730,W
2120,719853,D
9107,604674,W
397,306391,D
1344,869053,D
8073,373241,W
1754,332148,D
5570,887191,W
1007,646351,D
9791,929060,D
3663,969302,D
1071,281434,D
8598,153058,W
1433,402399,W
8758,431714,W
7275,570802,D
4285,955882,D
7197,711890,W
1377,207785,D
4780,663242,D
5410,951517,W
3297,48341,D
7622,200076,D
3416,813327,W
4391,333891,D
8028,603626,W
9761,881163,D
1186,381974,D
6027,811184,D
2056,746508,D
7770,765781,W
5121,596322,W
4687,520898,D
7502,624543,W
3069,510072,W
3320,975450,W
4737,246230,D
884,380174,W
1153,315530,W
8884,581889,W
6472,200217,W
5472,847293,W
5517,849106,W
3501,577615,W
9956,408273,W
5470,468862,W
3944,103440,D
2668,873770,D
1243,839787,W
2643,146421,D
6217,736860,D
2548,244325,D
198,525276,W
479,367448,D
5577,33412,D
5504,21325,W
1730,775994,D
5019,742205,D
8532,839197,W
7522,561701,D
81,2472,D
4560,963955,D
8496,977232,W
1564,898182,D
9827,553592,W
1661,143498,W
3737,834682,W
9808,834569,W
3,925025,D
1827,552866,W
3568,671218,D
5181,905046,W
4240,679225,D
5681,618658,W
7778,788307,D
5447,983021,W
360,5570,W
7934,560291,W
1632,277671,D
5458,673181,W
5363,969596,W
8910,149209,W
8642,569644,D
6374,179213,D
199,872008,D
7491,835657,D
9043,210163,W
6140,125834,D
3796,876089,D
3601,533017,W
3081,117977,D
5388,986449,W
9455,6410,W
964,524165,W
9254,954277,D
3241,928404,D
8744,448691,D
2170,997007,D
3974,389033,D
5922,464187,W
5464,965663,W
1858,359255,D
7764,617200,D
9609,95323,W
9951,49243,D
9306,205152,D
5263,535732,D
3805,938320,D
3425,3529,D
9459,106328,W
9709,94887,D
8990,249111,W
544,777861,D
6330,919156,D
7036,736360,D
1436,475135,D
1117,254468,D
248,414848,D
5114,655973,D
5424,547699,W
1114,385956,D
1228,545993,D
2291,932804,W
3513,896830,D
2722,108085,D
4343,274169,D
1414,723416,W
8112,139180,W
92,435845,W
4829,915325,D
3535,505447,D
3938,983479,W
5040,782806,D
4414,470071,W
8037,577866,W
6285,299499,D
1817,233059,D
6782,738115,D
3113,991021,D
5215,741224,W
1984,164130,D
6782,58681,W
5673,17109,W
2383,292989,W
8119,955000,D
8291,100775,W
4317,314266,D
7574,388967,W
8820,783337,D
7693,675892,D
9635,390395,D
445,725149,W
1977,751747,W
5522,784590,W
3505,97592,D
4754,365935,W
7036,869989,D
2901,133668,W
8845,173182,W
4738,858576,D
4039,899879,W
7653,94290,W
3895,723748,W
3474,507949,W
4970,72831,D
6042,430088,W
1360,507740,D
8149,657273,D
6649,65466,W
3695,146081,D
7719,960279,W
9990,253028,D
1562,229766,D
7428,757482,D
2614,152510,W
4111,181768,D
6446,425490,D
7490,82493,W
6998,30842,W
5054,714292,D
4268,265059,D
8831,430703,W
5942,353235,D
5809,841524,D
7316,352816,D
7213,104749,W
7578,904362,W
8069,140173,W
2837,436365,D
9101,557023,D
5474,643127,D
2103,257971,D
9763,733830,W
5163,628025,W
3177,615340,D
4251,594953,W
6191,839618,D
5909,388041,W
1473,648603,W
7257,476064,W
8393,356472,W
3631,365649,D
5347,300260,D
9488,58505,W
7390,170541,W
5484,386012,D
969,340359,W
7281,111022,W
2317,386676,D
2995,751146,W
7298,840980,W
2314,10981,D
486,559209,D
5828,290003,W
4963,129935,D
5322,577276,W
3590,941759,W
319,748818,D
6721,947270,W
8688,706134,W
8543,633944,D
5188,649453,W
7659,335694,D
9744,717980,D
7559,666548,D
3163,332763,D
7119,914439,D
3522,287421,D
680,48012,W
980,920477,D
2804,430202,W
7431,608765,W
1920,115409,D
8814,5249,D
6424,540020,D
6654,691351,W
4767,728577,W
2572,637169,W
9014,562336,W
9679,467732,D
7081,305616,W
8837,860507,D
7403,419779,D
797,699055,D
5534,243139,W
1870,824654,W
9528,418684,D
3839,822225,W
2429,774292,W
6351,146996,W
1344,229622,D
4499,81621,W
5937,909441,W
3276,563800,W
3364,312727,D
1809,763178,D
4665,200498,W
2296,302337,W
8710,588133,W
1543,520033,D
9315,103356,D
7125,118615,D
814,561976,W
5098,607923,D
1432,135799,W
6904,249689,D
6614,473215,D
6678,82505,D
5969,931749,D
5425,150260,W
4717,533757,D
576,174985,D
8528,233800,W
3436,528879,D
2966,67621,W
8174,615223,D
1794,11601,D
9627,103752,D
3170,70427,D
87,886349,W
7369,624462,W
6332,519709,W
5904,343264,D
6737,396513,W
2917,562893,D
1124,429917,D
7738,397493,D
1800,969070,D
7660,229840,D
7000,999184,W
7564,734578,D
5755,819022,W
121,242882,D
818,892709,W
4310,843745,D
4030,152792,W
554,638483,W
8959,365658,D
5596,960241,D
9490,941727,W
8592,244270,D
7954,809685,D
9791,663076,W
1874,347774,D
3519,604418,D
346,7798,D
8585,775270,W
3742,123355,D
5651,469965,W
4828,98861,D
6406,380794,D
9622,430234,D
9696,888978,W
3767,899993,D
2381,288910,W
8845,742591,W
4836,438588,D
6819,220400,D
7801,930528,W
3666,791556,D
2113,60638,W
6686,6558,D
2049,119632,D
4013,553386,D
7166,106371,D
4804,612177,W
4709,307187,D
1473,459105,D
5194,969915,D
8107,285831,D
6190,767061,D
3798,219251,D
8504,173890,W
2744,52982,D
2006,807879,D
7387,448400,W
8030,962727,D
1061,328375,D
7111,75479,D
746,752512,W
5535,555318,D
5540,324373,D
6250,396500,D
3509,378790,W
4803,677737,W
7975,89165,W
7225,76025,D
1978,900030,D
4985,364606,D
1217,709415,W
246,78708,W
8223,35736,W
1513,815930,W
5837,107767,D
6731,281894,W
5092,123648,W
2137,64535,W
946,600515,D
7453,628996,D
6323,456761,W
9432,426754,D
8419,590895,D
5776,492432,W
1287,776622,D
894,308007,D
6608,368281,W
2734,302919,W
1289,788429,W
4539,902602,W
4243,632092,D
6576,167699,D
1321,982373,W
8359,127913,D
5430,863965,W
9497,92779,W
6516,691292,D
6247,304348,D
1373,67336,W
8877,946508,W
8399,407749,W
904,294134,D
4020,401341,W
4958,582788,D
455,857018,D
1171,404121,D
562,410084,D
2310,849413,D
2295,140574,W
2025,280779,W
5570,813616,W
7581,456261,W
9270,423495,D
5787,986709,W
2585,107930,W
9730,83887,W
6556,896327,D
6754,848619,W
5638,15982,W
7753,902888,W
5642,722685,D
6044,740307,D
727,77940,D
4953,193097,D
158,737435,D
4454,436294,W
8620,819804,D
6956,597514,W
5575,281210,D
4723,538173,D
473,227861,W
583,828384,D
6181,222928,D
9425,149381,D
1120,329924,W
5896,945295,D
7229,226538,W
6769,678634,D
9927,381905,W
3885,592842,D
1503,701538,W
4435,209364,D
5880,83529,D
7583,566735,D
3407,339332,W
9622,93629,W
2605,282770,D
9809,185473,D
6904,383835,D
93,851206,D
3161,889263,D
7129,952458,W
8318,838563,D
1281,775844,W
9344,913421,W
9112,145174,D
7550,490395,W
1365,862989,D
1664,260729,D
7965,671697,D
7777,391289,D
5006,352639,D
7934,62735,D
8467,725830,W
9592,904299,D
6159,343681,W
5335,16995,D
8748,849114,W
8126,356629,W
823,460083,W
3476,525087,D
4794,977033,D
7095,383785,D
7580,357165,D
3524,985997,W
6520,342222,D
2579,487592,D
4120,905850,D
969,614549,D
2843,197985,W
9381,544076,D
9990,693076,W
7469,4142,W
9389,846149,D
3666,993857,W
8751,676117,D
8621,999585,W
9647,467410,D
6875,820525,D
6276,351463,D
852,885987,D
4454,242433,D
9981,706010,W
9597,471101,W
404,738413,D
2547,727247,W
5562,656668,D
8761,107212,W
2082,466155,W
7986,410442,D
256,862104,D
6969,153908,W
3081,121144,W
6061,257933,W
2314,749527,W
1435,36293,W
3776,855461,D
8816,644525,W
4649,199790,W
7586,396185,W
4734,34290,W
4020,174694,D
7540,738097,W
3083,40020,W
4982,531826,D
4491,621123,D
8725,263948,W
2136,676349,W
7157,843918,W
9824,988021,D
2380,134951,W
8197,562574,W
4788,609415,D
9756,112689,D
1182,858131,D
1721,411728,W
9196,832404,D
6655,270192,D
3531,79418,D
4244,677059,D
1874,987177,D
2682,638352,D
7034,594297,W
5351,253610,D
7048,934566,W
4736,530731,W
9486,921291,W
739,855475,W
4433,13994,D
4026,384454,D
8359,826573,D
6204,307091,D
1440,837372,D
5586,26107,W
5546,735362,W
6613,883417,D
9728,723824,W
2462,387465,W
6692,465925,D
3063,363453,D
8993,907952,D
3118,769929,W
74,593599,W
8396,944219,D
1369,135021,D
9698,850417,D
104,827294,W
6113,729891,W
7794,428183,D
1977,820938,W
9514,519357,D
176,387382,D
8515,950542,D
8723,606598,D
7914,699804,D
2688,50608,W
9120,717232,D
1364,10159,W
6456,969562,W
7647,400699,W
9726,567180,D
182,786882,D
2892,518352,W
6166,818417,W
901,166667,D
843,858574,D
793,795403,D
7845,552708,W
4734,217081,D
7483,574264,D
7587,1702,D
5354,616154,D
6864,66437,W
9666,787110,W
5546,290179,D
5014,764269,D
2176,80956,D
4195,269441,D
788,938405,D
2695,668005,D
6750,948772,D
7560,705751,W
9545,114280,D
774,928914,D
9199,557421,W
7440,395230,W
6837,393155,W
1924,900348,W
6122,64016,D
5595,448087,W
7543,86879,D
7793,386335,D
9683,225554,W
7145,230564,W
6661,81080,W
1496,781582,D
7499,988480,D
2909,379563,W
1734,238905,D
7488,528224,D
5056,180385,D
7428,774324,D
2347,360090,W
7039,537018,W
7748,254694,W
8438,653146,D
8366,174989,W
6849,136708,W
6456,348984,W
7371,404367,W
6582,692160,W
2315,138942,D
3744,469571,D
9028,153499,D
7828,210809,W
6579,938148,D
7200,13086,D
1787,629311,W
2542,505879,W
3926,209343,D
164,809237,D
8770,299303,W
9959,279650,D
3298,578110,D
2955,143531,W
4262,948805,W
1689,888368,D
1423,466167,W
8382,539956,D
6497,930137,D
8425,985379,W
3589,305663,W
7037,993041,D
5508,753965,W
4819,599249,D
6122,913978,D
9981,876306,D
8088,926918,D
792,753140,D
9562,149499,D
8746,528335,D
7404,525955,D
1060,286275,D
1097,975099,D
7351,923910,D
7246,278136,D
2415,506582,D
4509,322796,W
5993,377753,D
9882,767692,W
30,817107,W
997,422879,W
7954,594760,D
5539,218322,W
4958,291041,W
880,618126,D
2529,824374,D
2231,524455,W
1127,420614,D
2635,199353,W
2129,95839,W
7249,388115,D
7316,394375,D
2860,671748,W
3236,687228,D
6298,294579,D
8464,104704,D
7493,412819,D
3105,883546,W
9100,232806,W
179,561599,W
6119,428690,D
8335,164853,W
5406,140639,D
349,915192,W
3133,721860,W
6320,35763,W
5619,395231,W
1345,663398,D
528,452808,D
4386,916314,W
1576,126061,D
3591,370032,W
2919,247199,W
8260,473957,D
7346,686183,D
2880,280270,D
308,244843,W
3401,858345,W
9676,622700,D
2841,379232,W
269,988074,W
3015,178058,D
8253,404386,D
8254,15182,D
9267,787697,D
2731,348865,D
5538,851532,D
4216,308640,W
6413,473809,W
5266,683964,W
5961,401450,D
1235,583838,D
2123,402191,D
1270,322732,D
1252,275211,D
3779,553744,D
4479,814264,D
3596,829259,D
7181,452220,D
9517,101086,D
6935,675066,D
9236,119547,W
9223,380255,D
5755,371092,W
9399,281273,D
6445,615728,W
2037,314374,W
7994,70419,D
3014,527021,D
7589,660392,D
8189,795161,D
3037,518629,W
3115,853549,D
5656,818835,W
8901,931666,D
7159,519970,D
7380,830499,D
8636,92535,W
6623,228251,D
2280,98954,W
741,704238,W
2631,727119,D
8157,302224,W
4789,99537,W
7231,810575,D
2694,170500,D
636,435404,D
1851,43582,D
4949,53661,W
6440,275277,D
7191,559876,D
7101,532889,D
9424,905112,D
3876,742837,D
1088,858968,D
8244,339900,W
6474,372673,D
652,960273,D
4347,718942,D
38,750893,D
981,948044,D
5892,532360,W
3458,447393,D
500,577697,D
2805,61229,W
5583,94745,W
6983,397356,W
485,460162,D
5843,261510,D
8670,328691,D
9870,636815,W
1363,123317,D
1972,781228,D
2833,534556,W
95,298564,D
9423,449659,D
6825,817682,D
8926,70516,W
2964,275154,D
7892,88450,D
4928,570938,W
9502,850188,W
3075,264252,W
3249,377942,D
2160,616999,D
1806,270756,W
7849,327792,W
6699,160400,W
2713,48143,W
2127,182798,D
8939,328949,W
5173,859767,D
5063,502869,D
2792,127480,D
8415,243117,D
5497,497381,D
7209,896425,W
3795,76872,D
7264,645755,D
4806,903084,D
8995,723356,W
104,381835,D
1002,876902,D
4186,852914,D
1223,689027,W
6848,320633,D
6322,587757,W
5154,530032,W
4448,218859,W
9977,752052,W
557,488812,W
7650,83596,W
5967,290047,D
7242,196064,D
4597,844102,W
9501,691774,W
7991,384590,D
5977,150137,W
3514,280740,W
4203,447950,W
5272,631865,D
6916,229464,D
9068,878033,W
1533,709275,D
5551,7176,W
759,180240,W
2443,15471,D
7188,749906,D
3833,188271,W
2088,302204,W
6105,789161,D
8542,992236,D
9685,400211,D
4007,577463,W
3860,315014,D
233,901181,D
7226,575274,D
3805,495452,W
2902,64399,D
2320,860772,W
8919,118158,D
6008,878844,D
4965,487750,D
8331,385368,W
6774,931010,D
6812,761523,D
2441,447556,W
4423,174146,W
8698,758795,D
4203,924515,D
73,399809,D
2379,321757,W
5159,387105,D
5437,455334,D
6793,61222,D
3769,598399,D
1817,348995,D
5552,132176,W
9856,460658,D
4007,725920,W
8586,85711,D
1117,578179,D
2427,902001,D
7444,265806,D
776,51449,W
5316,239413,W
1700,278578,W
957,446809,W
87,690486,D
5969,721293,W
7063,729377,D
8757,736014,D
8316,390051,D
1249,71870,W
6167,819457,D
4121,962970,D
8913,272310,W
9357,481443,W
4919,996005,W
7843,898682,W
7863,206769,D
2586,328062,D
7197,330540,D
9145,100227,W
1419,62567,D
8870,657351,D
6938,727530,W
1657,191259,W
977,110902,W
4144,92039,D
943,129167,D
3746,364187,D
9705,462424,W
131,922553,W
2864,75993,W
1092,173191,D
4691,136568,D
8188,39387,D
3442,817470,D
126,131867,D
4593,104020,D
7425,951773,D
451,545456,D
2927,361026,W
4815,549072,W
6881,491060,W
9915,743572,D
3349,703919,W
2205,502813,D
2775,11002,W
7866,72936,D
7504,487763,D
8475,945624,W
5036,963513,W
7387,281987,D
9656,655874,W
3969,297173,D
1815,404391,D
4014,748493,D
442,11821,W
7060,557334,W
4503,558173,D
2259,165260,W
8921,450026,W
6829,10139,W
9852,98306,W
2187,788795,D
3486,938347,W
2582,277313,D
4917,808297,D
9054,119748,W
6169,116886,D
7989,143643,D
799,331885,W
2884,70561,W
4049,372282,W
7148,882749,D
5668,240225,W
2421,653475,W
8905,371552,D
9423,839955,W
8369,804812,W
5722,596015,D
8480,560125,W
8651,792517,W
128,180279,D
6000,217233,D
1678,960215,W
6860,273034,W
6252,445802,D
1369,348703,W
1648,77150,W
9647,71656,D
1449,628122,D
3213,220028,D
2092,575661,W
2293,548741,W
1535,914857,W
4974,544604,D
8888,284419,D
8852,821839,D
6519,696835,W
7365,477599,D
7769,255851,D
802,133382,D
4987,781901,D
5665,48012,W
7434,977873,D
1229,120158,D
5423,834301,D
1738,2896,D
6390,871223,D
1851,613477,D
8475,565611,W
2990,333,D
7638,621117,D
550,794723,D
7171,805954,W
5021,853586,W
9453,275785,D
5609,672593,D
4440,472674,D
6676,7314,D
7126,467760,D
6305,103212,D
3520,901495,D
7176,660369,D
7946,96912,D
3714,420085,W
5364,436684,D
3146,387644,D
8290,22689,W
2257,715570,D
461,870296,W
225,470244,W
315,971225,D
9937,36790,W
7721,651080,W
2969,29648,W
2687,969430,W
5444,29249,W
7420,183984,D
8465,587054,W
9203,874544,D
512,903451,D
2463,652706,W
8805,751713,D
4184,460974,D
5428,447529,D
3302,352574,W
1437,467671,W
7220,974192,D
4591,260580,W
1117,613463,D
3711,375223,W
651,861156,D
5897,916379,D
4071,191888,W
3385,109860,D
8334,765969,D
6761,138103,W
1891,615791,W
8696,800358,D
7406,662803,D
6653,461712,D
4691,619909,D
7023,757268,D
2035,344125,D
8368,787396,D
5313,671148,W
5455,296209,D
6173,170213,D
6038,572405,W
237,871066,D
1915,387485,D
5277,637228,D
2863,473027,D
2427,72615,D
2613,795703,D
7372,510177,D
260,473707,D
7118,337180,W
5923,17537,W
4576,589596,D
9353,375243,D
6207,956113,D
5292,687379,D
858,961363,D
9994,436339,W
1390,644013,W
2048,992657,D
2153,378120,D
4773,404219,W
5643,374241,D
5655,413471,W
6300,512294,D
8272,529053,W
9992,795987,W
5730,327535,W
8933,141319,W
3581,772510,D
4241,834173,D
857,649669,D
500,590357,D
2693,450032,D
4541,668363,D
20,114035,W
1691,745855,D
4313,480111,D
199,720530,W
4349,834355,D
8927,796389,D
5212,207611,D
7311,286159,W
4602,540210,D
6910,475421,W
8249,712318,W
5353,483509,W
4268,570643,D
5829,797073,D
6645,817104,W
8256,136433,D
6586,533926,D
6975,397002,W
5050,830892,D
2380,567321,W
1377,433857,D
8849,987533,D
4800,8005,D
8396,836536,D
9652,999849,W
8521,731693,W
6206,949908,W
4532,339159,W
7055,609916,D
8081,145459,W
2857,42739,W
3038,796849,W
4858,19979,W
7489,325245,D
2088,647449,W
6204,469152,D
7767,506722,D
9074,12102,W
6959,897406,D
9934,132480,W
2034,456110,D
3193,585045,W
4667,903486,D
871,798903,D
598,946880,D
7830,340061,W
1198,252989,W
2432,956936,W
5717,53775,D
8454,918293,D
2846,502140,D
3480,611285,D
1475,198493,W
7579,513711,D
9111,169235,D
9010,348181,W
9011,645047,W
7300,92275,D
9849,960088,D
3879,275376,D
1509,375204,W
6709,94469,D
7461,686174,W
4154,754678,W
7242,365696,W
4516,363502,D
6896,487064,D
4943,35541,W
6831,376263,W
4266,227690,W
2329,471903,D
3393,631790,W
2600,475243,D
156,621337,W
6367,314730,D
9906,70770,D
5422,129024,W
2841,388294,W
9417,140584,D
2852,38067,D
4307,161903,D
3790,460032,D
5351,21129,W
52,666835,W
8804,583759,W
4110,684000,D
8122,905580,D
6949,941076,D
4225,80832,W
6234,212838,D
6716,592574,D
7428,430423,W
9655,636947,D
9378,849468,W
9211,512632,W
9498,178945,W
4479,950452,W
3530,826813,D
9559,33925,W
739,981723,W
9234,737243,W
6722,761630,D
7934,28725,D
2091,822224,D
6690,728839,W
8158,893609,W
4930,658461,D
8994,546256,W
6486,310028,W
6422,459448,D
4627,630493,D
8432,685559,D
2842,8515,W
2845,501309,D
7742,52413,D
2201,536138,D
9133,903623,D
8329,924441,D
4149,871775,W
8069,173288,D
1087,455818,W
1956,347716,W
3905,632725,D
6706,135443,W
7961,890028,W
369,31193,W
8810,275009,W
573,502428,W
3693,880703,W
5188,386791,D
6193,39308,D
7330,188830,D
5612,775393,W
2806,388058,D
4101,548215,D
8744,288638,D
8185,271802,D
6561,122101,W
8310,773944,D
3954,306921,W
7408,660272,D
4794,606465,D
4864,755203,D
8290,630449,W
6083,446605,W
1422,419886,D
1112,869639,D
2240,632208,D
9179,674105,W
908,635427,D
6703,412987,D
8118,587030,W
6991,905374,W
3869,196245,D
2877,932432,D
8719,316235,D
401,50409,W
7659,430931,D
3116,879812,D
2032,434194,W
1944,378137,W
4887,530872,D
386,543010,W
5707,106811,D
7800,887687,D
7365,757645,W
9259,365876,D
5191,565255,W
341,350794,D
6055,511141,W
539,190806,W
654,58484,W
2313,731071,W
4390,38329,D
6811,868234,W
8427,900061,D
4374,459656,W
8568,91060,D
7018,525623,D
2731,979243,W
4340,650333,D
5367,200272,W
2974,195250,W
1086,698733,W
9447,805972,W
4206,111338,D
9507,261303,D
5286,303950,D
9658,898924,W
2537,116995,W
4514,627495,D
2732,620639,D
8528,311293,W
3069,642539,W
8607,660641,D
5664,774209,W
9150,913044,D
4655,229494,D
8432,333564,D
7329,231430,W
4909,566446,D
4237,132789,W
4720,364608,D
3492,339769,D
522,6993,D
7228,185716,W
4922,454328,D
1939,898185,D
3336,304465,D
3891,922863,D
6484,967807,W
440,942976,W
1630,226062,W
5460,29387,D
5158,612740,W
2107,733783,W
7084,710865,D
8268,992522,W
4875,793284,D
9269,903046,D
9611,390351,D
2330,426513,D
554,38490,W
2125,42447,D
4307,347538,D
7597,205437,D
8979,553633,D
8480,115551,W
898,512374,W
5914,355274,W
9755,528521,D
3874,578075,D
4239,478054,W
8914,383397,D
9898,886060,D
5528,995164,D
6356,592347,W
6204,270679,D
7148,999650,D
4024,987342,W
2389,445193,D
3577,619677,D
4164,236038,D
2322,130600,W
4806,774182,D
4450,509642,W
1712,659283,D
4783,925985,W
7341,304584,D
189,672464,D
2367,686079,D
8092,904173,W
9359,356577,D
3576,224717,D
5293,389530,W
2657,929917,D
942,416629,D
9707,514585,W
5223,401172,D
7614,721037,W
492,230564,D
9724,938211,D
9649,757870,W
4724,186092,D
4766,119436,W
656,51960,W
7005,24273,D
2355,787096,W
7119,504301,W
4780,252297,D
3711,782561,D
1210,546719,D
1357,204586,W
9953,928362,D
7717,869145,D
8696,4621,W
4816,264216,D
6957,165511,W
2698,438021,D
7763,948550,D
8786,378064,W
3598,910707,D
3031,717500,W
1247,170942,D
1812,850147,D
6054,809760,W
3323,950576,D
3633,870742,D
6504,515045,D
5714,307172,D
4464,159220,W
2439,443975,W
9596,772777,D
6713,934073,W
7666,273679,D
3636,303177,W
1835,399770,D
4607,537466,W
2948,410435,D
8173,522519,W
712,220023,D
5056,55847,W
4951,157866,W
2651,138060,D
2833,818083,W
281,571203,D
2311,393308,D
6845,228611,D
5216,154519,W
7783,415055,W
7929,616269,W
6964,412477,W
4000,617148,D
1748,242024,D
3457,786013,W
2692,144895,D
8408,137518,D
8649,951977,W
7784,218350,W
5709,968641,D
6040,111960,W
4498,115217,W
2437,476516,D
7232,349655,W
7290,336004,W
3400,873286,W
5344,943809,D
4920,629943,W
2202,675219,D
8703,382603,W
3115,382738,D
806,102209,D
6476,183327,D
3154,705738,D
4370,929822,D
6160,2140,W
1244,200910,D
4135,847307,W
454,85818,D
4082,316408,D
7881,235666,D
165,674825,D
7104,607581,W
9283,496874,W
2978,412656,W
2355,947122,W
8655,343882,W
2868,290183,D
8249,592453,D
9596,476342,D
3771,169935,W
2016,166866,D
9923,692590,D
4793,885707,D
7695,899116,D
8427,470170,W
8436,896972,D
3859,967656,D
5089,298930,D
7812,130623,W
7525,944572,D
4127,423538,W
1576,491191,W
4704,499623,D
5193,571210,W
2493,67721,D
6609,270665,D
3603,675199,D
2507,878740,D
3276,948114,D
3033,66193,D
9512,137186,D
3131,591083,D
7374,879057,D
1730,893030,W
3375,902159,D
9011,493341,W
1045,153472,D
3168,380333,W
6215,518298,W
1386,286920,W
157,657512,D
1221,968385,D
8533,193213,W
2413,195053,W
8295,5933,W
3993,433262,W
6191,687909,D
609,968964,D
7080,655036,W
4263,991595,W
8310,449079,D
8624,600413,W
2066,319235,W
2145,81676,D
188,993381,D
1795,386211,D
5939,643391,D
4099,997563,W
9487,717643,W
7244,729178,D
129,756193,D
8034,728018,D
1373,678690,D
218,750012,D
2315,351254,D
1431,521342,W
6581,874818,D
2960,365567,W
7046,285793,W
34,846642,W
4454,162208,D
4587,115655,D
9169,601735,W
1714,269893,W
9734,545045,D
8446,508769,D
4575,116278,W
7744,564748,D
1652,843276,D
1394,335086,D
8007,915732,W
6385,659561,D
697,74594,D
5094,920830,D
391,224286,D
8636,617228,W
9170,556039,W
3359,565251,D
7329,233065,W
3309,131435,W
5879,595896,W
1516,619833,D
4053,278153,W
1731,409600,W
2059,189748,D
1683,906466,W
9826,130486,W
3550,339249,W
7820,767742,W
1583,429312,W
5977,991297,W
9282,665714,D
6328,437019,W
7204,120070,D
5106,612034,D
2454,273978,W
6586,769334,D
3332,596395,W
5248,72211,D
7235,265446,D
3518,587029,D
8504,843180,D
3862,654576,D
1097,222989,W
5688,141974,D
5178,403211,D
5738,133499,D
927,473279,W
4901,226823,W
7035,788751,W
623,170100,W
8671,746610,D
9442,329625,W
9962,412306,W
2705,949726,D
335,518859,D
3126,669240,D
666,942474,W
9149,587490,W
3721,531543,W
1869,369956,D
4522,134647,W
8551,323190,D
8560,816564,W
198,971936,D
827,345563,W
5244,107285,D
4863,389453,D
9343,472268,W
5610,176622,W
